,datesold,price_1_unit,price_2_house,price_2_unit,price_3_house,price_3_unit,price_4_house,price_5_house
27,2007-03-06,351000.0,325000.0,300000.0,323250.0,480000.0,394500.0,800000.0
28,2007-03-07,351000.0,325000.0,300000.0,328000.0,480000.0,389666.6666666666,800000.0
29,2007-03-08,351000.0,325000.0,300000.0,326714.28571428574,480000.0,384833.3333333334,800000.0
30,2007-03-09,351000.0,325000.0,300000.0,325428.5714285714,480000.0,380000.0,800000.0
31,2007-03-10,351000.0,325000.0,300000.0,324142.85714285716,480000.0,383269.23076923075,800000.0
32,2007-03-11,351000.0,325000.0,300000.0,322857.14285714284,480000.0,386538.46153846156,800000.0
33,2007-03-12,351000.0,325000.0,300000.0,321571.4285714286,480000.0,389807.6923076923,800000.0
34,2007-03-13,351000.0,325000.0,300000.0,320285.71428571426,480000.0,393076.92307692306,800000.0
35,2007-03-14,351000.0,325000.0,300000.0,319000.0,480000.0,396346.1538461539,800000.0
36,2007-03-15,351000.0,325000.0,300000.0,317714.28571428574,480000.0,399615.3846153846,800000.0
37,2007-03-16,351000.0,325000.0,300000.0,316428.5714285714,480000.0,402884.6153846154,800000.0
38,2007-03-17,351000.0,325000.0,300000.0,315142.85714285716,480000.0,406153.8461538461,800000.0
